Date of Sale (dd/mm/yyyy),Sale Year,Sale Month,is_apartment,location,Description of Property,Not Full Market Price,Price_Adjusted_VAT_Clamped,vat_adjusted_flag
2016-08-22,2016,8,0,Cork,Second-Hand Dwelling house /Apartment,No,140000.0,0
2016-04-05,2016,4,1,Offaly,Second-Hand Dwelling house /Apartment,Yes,110000.0,0
2016-06-08,2016,6,0,Galway,New Dwelling house /Apartment,No,155399.66,1
2016-10-27,2016,10,0,Kildare,New Dwelling house /Apartment,No,260000.125,1
2016-06-01,2016,6,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,102000.0,0
2016-11-09,2016,11,0,Limerick,Second-Hand Dwelling house /Apartment,No,165000.0,0
2016-09-30,2016,9,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,410000.0,0
2016-05-17,2016,5,0,Wexford,Second-Hand Dwelling house /Apartment,No,100000.0,0
2016-11-01,2016,11,0,Kildare,Second-Hand Dwelling house /Apartment,No,251000.0,0
2016-02-10,2016,2,0,Limerick,Second-Hand Dwelling house /Apartment,No,115000.0,0
2016-12-21,2016,12,0,Kildare,New Dwelling house /Apartment,No,270016.5,1
2016-08-16,2016,8,0,Cork,New Dwelling house /Apartment,No,275913.96,1
2016-05-12,2016,5,0,Kerry,Second-Hand Dwelling house /Apartment,No,140000.0,0
2016-11-21,2016,11,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,610000.0,0
2016-07-01,2016,7,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-11-02,2016,11,0,Westmeath,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-08-31,2016,8,0,Cork,Second-Hand Dwelling house /Apartment,No,710000.0,0
2016-12-12,2016,12,0,Wicklow,New Dwelling house /Apartment,No,198999.55,1
2016-03-31,2016,3,0,Meath,Second-Hand Dwelling house /Apartment,No,287500.0,0
2016-03-04,2016,3,0,Donegal,Second-Hand Dwelling house /Apartment,No,95000.0,0
2016-08-09,2016,8,0,Cork,Second-Hand Dwelling house /Apartment,No,100000.0,0
2016-06-13,2016,6,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,305000.0,0
2016-04-22,2016,4,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,230000.0,0
2016-06-16,2016,6,0,Kerry,New Dwelling house /Apartment,No,100000.0,0
2016-05-27,2016,5,0,Westmeath,Second-Hand Dwelling house /Apartment,No,182000.0,0
2016-05-03,2016,5,0,Mayo,Second-Hand Dwelling house /Apartment,No,225000.0,0
2016-08-08,2016,8,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,150000.0,0
2016-02-08,2016,2,0,Dublin 6W,Second-Hand Dwelling house /Apartment,No,440501.0,0
2016-09-20,2016,9,0,Cork,Second-Hand Dwelling house /Apartment,No,283000.0,0
2016-08-22,2016,8,0,Limerick,New Dwelling house /Apartment,No,194999.9916,1
2016-12-07,2016,12,0,Cork,Second-Hand Dwelling house /Apartment,No,165000.0,0
2016-03-21,2016,3,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,135000.0,0
2016-02-11,2016,2,0,Cork,Second-Hand Dwelling house /Apartment,No,297500.0,0
2016-09-28,2016,9,1,Waterford,Second-Hand Dwelling house /Apartment,No,62000.0,0
2016-10-17,2016,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,298000.0,0
2016-01-07,2016,1,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,210000.0,0
2016-07-29,2016,7,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,195000.0,0
2016-03-18,2016,3,0,Wexford,Second-Hand Dwelling house /Apartment,No,165000.0,0
2016-02-18,2016,2,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,503000.0,0
2016-05-18,2016,5,0,Sligo,New Dwelling house /Apartment,No,346175.0,1
2016-03-30,2016,3,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-09-16,2016,9,0,Limerick,Second-Hand Dwelling house /Apartment,No,130000.0,0
2016-11-15,2016,11,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,400000.0,0
2016-08-18,2016,8,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-06-30,2016,6,0,Limerick,Second-Hand Dwelling house /Apartment,No,410000.0,0
2016-06-17,2016,6,0,Leitrim,Second-Hand Dwelling house /Apartment,No,199900.0,0
2016-01-18,2016,1,0,Kildare,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-06-10,2016,6,0,Waterford,Second-Hand Dwelling house /Apartment,No,155000.0,0
2016-11-11,2016,11,0,Cork,Second-Hand Dwelling house /Apartment,No,400000.0,0
2016-12-19,2016,12,0,Tipperary,Second-Hand Dwelling house /Apartment,No,78000.0,0
2016-01-06,2016,1,0,Clare,Second-Hand Dwelling house /Apartment,No,160000.0,0
2016-06-07,2016,6,0,Meath,Second-Hand Dwelling house /Apartment,No,272000.0,0
2016-12-23,2016,12,0,Sligo,Second-Hand Dwelling house /Apartment,No,64000.0,0
2016-03-24,2016,3,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,200000.0,0
2016-12-15,2016,12,1,Dublin 8,Second-Hand Dwelling house /Apartment,No,212000.0,0
2016-02-26,2016,2,0,Leitrim,Second-Hand Dwelling house /Apartment,No,70000.0,0
2016-09-14,2016,9,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,216000.0,0
2016-10-20,2016,10,0,Dublin 4,Second-Hand Dwelling house /Apartment,Yes,346667.0,0
2016-01-20,2016,1,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,120000.0,0
2016-07-13,2016,7,0,Donegal,Second-Hand Dwelling house /Apartment,No,335000.0,0
2016-11-24,2016,11,1,Monaghan,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-10-26,2016,10,0,Longford,New Dwelling house /Apartment,No,194999.81,1
2016-07-20,2016,7,0,Cork,Second-Hand Dwelling house /Apartment,No,148000.0,0
2016-01-28,2016,1,0,Offaly,New Dwelling house /Apartment,No,60000.0,1
2016-01-08,2016,1,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,90000.0,0
2016-12-20,2016,12,0,Meath,New Dwelling house /Apartment,No,193999.875,1
2016-02-24,2016,2,0,Westmeath,Second-Hand Dwelling house /Apartment,Yes,147500.0,0
2016-05-04,2016,5,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-09-16,2016,9,0,Roscommon,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-11-18,2016,11,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,324200.0,0
2016-03-31,2016,3,0,Wexford,Second-Hand Dwelling house /Apartment,No,90000.0,0
2016-04-25,2016,4,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,275000.0,0
2016-05-13,2016,5,0,Galway,Second-Hand Dwelling house /Apartment,No,230000.0,0
2016-06-30,2016,6,0,Tipperary,Second-Hand Dwelling house /Apartment,No,140000.0,0
2016-08-09,2016,8,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,406500.0,0
2016-05-06,2016,5,0,Cork,New Dwelling house /Apartment,No,340500.0,1
2016-06-24,2016,6,0,Dublin 6W,Second-Hand Dwelling house /Apartment,Yes,150000.0,0
2016-06-01,2016,6,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,460000.0,0
2016-07-28,2016,7,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,195000.0,0
2016-08-04,2016,8,0,Clare,Second-Hand Dwelling house /Apartment,No,325000.0,0
2016-12-13,2016,12,0,Kildare,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-05-31,2016,5,0,Wexford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-10-19,2016,10,0,Louth,Second-Hand Dwelling house /Apartment,No,180000.0,0
2016-11-30,2016,11,0,Limerick,Second-Hand Dwelling house /Apartment,No,360000.0,0
2016-11-21,2016,11,0,Galway,Second-Hand Dwelling house /Apartment,No,203000.0,0
2016-12-02,2016,12,0,Galway,Second-Hand Dwelling house /Apartment,No,110000.0,0
2016-11-03,2016,11,0,Kildare,New Dwelling house /Apartment,No,363180.705,1
2016-06-22,2016,6,0,Dublin 26,New Dwelling house /Apartment,No,242499.56,1
2016-05-31,2016,5,0,Meath,Second-Hand Dwelling house /Apartment,No,125000.0,0
2016-12-08,2016,12,0,Galway,Second-Hand Dwelling house /Apartment,No,260000.0,0
2016-04-08,2016,4,1,Dublin 4,Second-Hand Dwelling house /Apartment,No,285000.0,0
2016-01-11,2016,1,0,Meath,Second-Hand Dwelling house /Apartment,No,132500.0,0
2016-12-08,2016,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,72000.0,0
2016-09-19,2016,9,0,Waterford,Second-Hand Dwelling house /Apartment,No,160000.0,0
2016-02-17,2016,2,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,111008.0,0
2016-02-05,2016,2,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,233750.0,0
2016-09-22,2016,9,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,252000.0,0
2016-01-22,2016,1,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,660000.0,0
2016-03-23,2016,3,1,Limerick,Second-Hand Dwelling house /Apartment,No,72000.0,0
2016-12-21,2016,12,0,Dublin 1,New Dwelling house /Apartment,No,441000.0051,1
2016-08-23,2016,8,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,670000.0,0
2016-10-06,2016,10,0,Monaghan,New Dwelling house /Apartment,No,109999.66,1
2016-12-01,2016,12,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-07-08,2016,7,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,300000.0,0
2016-06-17,2016,6,0,Kildare,New Dwelling house /Apartment,No,291749.48,1
2016-07-20,2016,7,0,Kildare,New Dwelling house /Apartment,No,295000.12,1
2016-03-23,2016,3,0,Wicklow,Second-Hand Dwelling house /Apartment,No,132000.0,0
2016-10-13,2016,10,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,340000.0,0
2016-10-24,2016,10,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,275000.0,0
2016-04-06,2016,4,0,Longford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-12-16,2016,12,0,Cork,Second-Hand Dwelling house /Apartment,No,375000.0,0
2016-05-31,2016,5,0,Dublin 1,Second-Hand Dwelling house /Apartment,No,376980.0,0
2016-11-21,2016,11,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,260000.0,0
2016-04-15,2016,4,0,Longford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-11-17,2016,11,0,Cork,Second-Hand Dwelling house /Apartment,No,160000.0,0
2016-11-22,2016,11,0,Limerick,Second-Hand Dwelling house /Apartment,No,85000.0,0
2016-04-29,2016,4,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-09-30,2016,9,0,Roscommon,Second-Hand Dwelling house /Apartment,Yes,150000.0,0
2016-12-13,2016,12,0,Westmeath,Second-Hand Dwelling house /Apartment,No,170000.0,0
2016-02-18,2016,2,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,330000.0,0
2016-04-29,2016,4,1,Dublin 4,Second-Hand Dwelling house /Apartment,No,195000.0,0
2016-05-18,2016,5,0,Cork,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2016-02-17,2016,2,0,Dublin 24,New Dwelling house /Apartment,No,349999.99539999996,1
2016-12-12,2016,12,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,260000.0,0
2016-12-22,2016,12,0,Roscommon,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-04-22,2016,4,1,Kerry,Second-Hand Dwelling house /Apartment,No,80000.0,0
2016-07-28,2016,7,0,Laois,Second-Hand Dwelling house /Apartment,No,158000.0,0
2016-10-06,2016,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,250000.0,0
2016-12-21,2016,12,0,Donegal,Second-Hand Dwelling house /Apartment,No,70000.0,0
2016-01-27,2016,1,1,Louth,Second-Hand Dwelling house /Apartment,No,70000.0,0
2016-03-16,2016,3,0,Monaghan,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-10-27,2016,10,0,Galway,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-10-24,2016,10,0,Cork,Second-Hand Dwelling house /Apartment,No,91000.0,0
2016-01-04,2016,1,0,Cork,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-09-28,2016,9,0,Donegal,Second-Hand Dwelling house /Apartment,No,207000.0,0
2016-11-23,2016,11,0,Sligo,Second-Hand Dwelling house /Apartment,No,175000.0,0
2016-08-31,2016,8,0,Waterford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-04-28,2016,4,0,Dublin 26,New Dwelling house /Apartment,No,474999.77,1
2016-05-19,2016,5,0,Dublin 18,New Dwelling house /Apartment,No,569999.27,1
2016-12-15,2016,12,0,Dublin 11,New Dwelling house /Apartment,No,334825.0,1
2016-06-02,2016,6,0,Roscommon,Second-Hand Dwelling house /Apartment,No,97000.0,0
2016-02-04,2016,2,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,170000.0,0
2016-07-12,2016,7,1,Galway,Second-Hand Dwelling house /Apartment,Yes,90000.0,0
2016-06-28,2016,6,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,255000.0,0
2016-12-02,2016,12,0,Wicklow,New Dwelling house /Apartment,No,238999.9918,1
2016-12-21,2016,12,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,260000.0,0
2016-05-13,2016,5,0,Cork,New Dwelling house /Apartment,No,184999.99465,1
2016-04-11,2016,4,0,Kildare,Second-Hand Dwelling house /Apartment,No,183500.0,0
2016-05-10,2016,5,0,Wexford,Second-Hand Dwelling house /Apartment,No,125000.0,0
2016-07-29,2016,7,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-09-28,2016,9,0,Meath,New Dwelling house /Apartment,No,181600.0,1
2016-09-09,2016,9,0,Kerry,Second-Hand Dwelling house /Apartment,No,100000.0,0
2016-10-26,2016,10,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,370000.0,0
2016-09-21,2016,9,0,Meath,Second-Hand Dwelling house /Apartment,No,185000.0,0
2016-08-24,2016,8,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,230000.0,0
2016-06-30,2016,6,0,Louth,Second-Hand Dwelling house /Apartment,No,75000.0,0
2016-02-08,2016,2,0,Leitrim,Second-Hand Dwelling house /Apartment,No,79000.0,0
2016-07-26,2016,7,0,Meath,Second-Hand Dwelling house /Apartment,No,120000.0,0
2016-06-08,2016,6,0,Sligo,New Dwelling house /Apartment,No,113500.0,1
2016-10-07,2016,10,0,Cork,Second-Hand Dwelling house /Apartment,No,320000.0,0
2016-09-12,2016,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-04-22,2016,4,0,Westmeath,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-11-17,2016,11,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,610000.0,0
2016-11-28,2016,11,0,Cork,Second-Hand Dwelling house /Apartment,No,150000.0,0
2016-05-13,2016,5,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,120000.0,0
2016-10-14,2016,10,0,Kerry,Second-Hand Dwelling house /Apartment,No,85000.0,0
2016-11-01,2016,11,0,Waterford,New Dwelling house /Apartment,No,204999.16,1
2016-05-05,2016,5,0,Dublin 26,New Dwelling house /Apartment,No,721137.5,1
2016-04-11,2016,4,0,Kildare,Second-Hand Dwelling house /Apartment,No,159000.0,0
2016-11-25,2016,11,0,Cork,Second-Hand Dwelling house /Apartment,No,132000.0,0
2016-09-03,2016,9,0,Cork,Second-Hand Dwelling house /Apartment,No,478000.0,0
2016-12-05,2016,12,0,Leitrim,New Dwelling house /Apartment,No,139999.98,1
2016-11-11,2016,11,0,Cork,Second-Hand Dwelling house /Apartment,No,285000.0,0
2016-07-13,2016,7,0,Leitrim,Second-Hand Dwelling house /Apartment,No,130000.0,0
2016-01-20,2016,1,0,Sligo,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-04-18,2016,4,0,Meath,Second-Hand Dwelling house /Apartment,Yes,95000.0,0
2016-03-04,2016,3,0,Kerry,Second-Hand Dwelling house /Apartment,No,210000.0,0
2016-08-17,2016,8,0,Leitrim,Second-Hand Dwelling house /Apartment,No,77000.0,0
2016-08-15,2016,8,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,390000.0,0
2016-11-24,2016,11,0,Dublin 27,New Dwelling house /Apartment,No,721137.5,1
2016-11-01,2016,11,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,218500.0,0
2016-12-19,2016,12,0,Waterford,Second-Hand Dwelling house /Apartment,No,200000.0,0
2016-02-10,2016,2,0,Meath,Second-Hand Dwelling house /Apartment,No,120000.0,0
2016-08-24,2016,8,0,Kerry,Second-Hand Dwelling house /Apartment,No,130000.0,0
2016-10-28,2016,10,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,561000.0,0
2016-05-12,2016,5,0,Leitrim,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-12-13,2016,12,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,315000.0,0
2016-01-04,2016,1,0,Carlow,Second-Hand Dwelling house /Apartment,No,260000.0,0
2016-03-24,2016,3,0,Dublin 15,New Dwelling house /Apartment,No,349999.99539999996,1
2016-11-02,2016,11,0,Cavan,Second-Hand Dwelling house /Apartment,No,84000.0,0
2016-08-26,2016,8,0,Galway,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-06-09,2016,6,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-03-23,2016,3,0,Waterford,Second-Hand Dwelling house /Apartment,No,150000.0,0
2016-12-16,2016,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,188000.0,0
2016-09-30,2016,9,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-05-17,2016,5,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,265000.0,0
2016-12-07,2016,12,0,Limerick,Second-Hand Dwelling house /Apartment,No,200000.0,0
2016-09-06,2016,9,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-04-25,2016,4,0,Offaly,Second-Hand Dwelling house /Apartment,No,175000.0,0
2016-09-14,2016,9,0,Clare,Second-Hand Dwelling house /Apartment,No,95000.0,0
2016-04-04,2016,4,0,Longford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-05-04,2016,5,0,Galway,Second-Hand Dwelling house /Apartment,No,60870.0,0
2016-04-29,2016,4,0,Galway,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-11-25,2016,11,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,178000.0,0
2016-05-31,2016,5,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,300000.0,0
2016-04-29,2016,4,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-05-18,2016,5,0,Wexford,Second-Hand Dwelling house /Apartment,No,100000.0,0
2016-07-18,2016,7,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,320000.0,0
2016-08-09,2016,8,1,Dublin 18,Second-Hand Dwelling house /Apartment,No,350000.0,0
2016-08-05,2016,8,0,Wexford,Second-Hand Dwelling house /Apartment,No,167000.0,0
2016-12-22,2016,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,130000.0,0
2016-05-16,2016,5,0,Kildare,Second-Hand Dwelling house /Apartment,Yes,179000.0,0
2016-10-20,2016,10,0,Meath,Second-Hand Dwelling house /Apartment,No,85000.0,0
2016-01-27,2016,1,0,Louth,Second-Hand Dwelling house /Apartment,No,163000.0,0
2016-09-01,2016,9,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,430000.0,0
2016-07-27,2016,7,0,Donegal,Second-Hand Dwelling house /Apartment,No,77000.0,0
2016-03-22,2016,3,0,Cavan,Second-Hand Dwelling house /Apartment,No,87500.0,0
2016-09-09,2016,9,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,410000.0,0
2016-08-24,2016,8,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,227000.0,0
2016-06-10,2016,6,0,Donegal,Second-Hand Dwelling house /Apartment,No,115000.0,0
2016-11-22,2016,11,0,Louth,Second-Hand Dwelling house /Apartment,No,135000.0,0
2016-07-12,2016,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,256000.0,0
2016-02-22,2016,2,0,Wicklow,Second-Hand Dwelling house /Apartment,No,195000.0,0
2016-12-09,2016,12,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,590000.0,0
2016-02-03,2016,2,0,Monaghan,Second-Hand Dwelling house /Apartment,No,137000.0,0
2016-07-15,2016,7,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,160000.0,0
2016-07-05,2016,7,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,427000.0,0
2016-11-02,2016,11,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,243000.0,0
2016-12-23,2016,12,0,Cork,Second-Hand Dwelling house /Apartment,No,110000.0,0
2016-10-21,2016,10,0,Waterford,Second-Hand Dwelling house /Apartment,No,150000.0,0
2016-05-31,2016,5,0,Cork,Second-Hand Dwelling house /Apartment,No,100000.0,0
2016-09-21,2016,9,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,271000.0,0
2016-06-29,2016,6,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-12-12,2016,12,0,Meath,New Dwelling house /Apartment,No,189165.91,1
2016-11-23,2016,11,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,244000.0,0
2016-02-09,2016,2,0,Kildare,Second-Hand Dwelling house /Apartment,No,276000.0,0
2016-12-16,2016,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,66000.0,0
2016-01-18,2016,1,0,Westmeath,Second-Hand Dwelling house /Apartment,No,71000.0,0
2016-02-12,2016,2,0,Dublin 25,New Dwelling house /Apartment,No,721137.5,1
2016-10-21,2016,10,0,Wicklow,Second-Hand Dwelling house /Apartment,No,350000.0,0
2016-12-12,2016,12,0,Cork,New Dwelling house /Apartment,No,219999.32,1
2016-12-23,2016,12,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2016-08-26,2016,8,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,290000.0,0
2016-06-24,2016,6,0,Cork,Second-Hand Dwelling house /Apartment,No,202500.0,0
2016-06-23,2016,6,0,Louth,New Dwelling house /Apartment,No,229049.81,1
2016-12-05,2016,12,0,Roscommon,Second-Hand Dwelling house /Apartment,No,78000.0,0
2016-10-26,2016,10,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-03-31,2016,3,0,Donegal,New Dwelling house /Apartment,No,218487.5,1
2016-04-15,2016,4,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-06-30,2016,6,0,Sligo,Second-Hand Dwelling house /Apartment,No,135000.0,0
2016-12-16,2016,12,0,Meath,Second-Hand Dwelling house /Apartment,No,172500.0,0
2016-03-01,2016,3,1,Waterford,Second-Hand Dwelling house /Apartment,No,118000.0,0
2016-12-16,2016,12,0,Wicklow,New Dwelling house /Apartment,No,664999.905,1
2016-08-10,2016,8,0,Cavan,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-06-02,2016,6,0,Kildare,New Dwelling house /Apartment,No,269999.475,1
2016-01-05,2016,1,0,Kildare,Second-Hand Dwelling house /Apartment,No,90000.0,0
2016-07-23,2016,7,0,Cork,Second-Hand Dwelling house /Apartment,No,187000.0,0
2016-02-15,2016,2,0,Laois,Second-Hand Dwelling house /Apartment,No,75000.0,0
2016-06-08,2016,6,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,135000.0,0
2016-07-01,2016,7,0,Wexford,Second-Hand Dwelling house /Apartment,No,135000.0,0
2016-07-14,2016,7,0,Dublin 15,New Dwelling house /Apartment,No,459675.0,1
2016-02-11,2016,2,0,Dublin 26,New Dwelling house /Apartment,No,339999.99844999996,1
2016-07-21,2016,7,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,340000.0,0
2016-08-04,2016,8,0,Wicklow,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-10-26,2016,10,0,Waterford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-12-09,2016,12,0,Donegal,Second-Hand Dwelling house /Apartment,No,71000.0,0
2016-08-30,2016,8,0,Dublin 1,New Dwelling house /Apartment,No,314000.02,1
2016-10-13,2016,10,0,Tipperary,Second-Hand Dwelling house /Apartment,No,132000.0,0
2016-05-16,2016,5,0,Galway,Second-Hand Dwelling house /Apartment,No,60000.0,0
2016-08-18,2016,8,0,Wexford,New Dwelling house /Apartment,Yes,191247.5,1
2016-04-25,2016,4,0,Wicklow,New Dwelling house /Apartment,No,268999.98265,1
2016-12-30,2016,12,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,200000.0,0
2016-12-21,2016,12,0,Westmeath,Second-Hand Dwelling house /Apartment,No,245000.0,0
2016-12-20,2016,12,0,Cavan,Second-Hand Dwelling house /Apartment,No,197000.0,0
