Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,coordinate
16/08/2016,"38 BROOKLAWNS, POLLERTON, CARLOW",Carlow,,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,,
21/03/2016,"1 THE CLOSE, ROBSWALL, MALAHIDE",Dublin,,"€215,913.00",No,No,Second-Hand Dwelling house /Apartment,,
12/08/2016,"7 GREENFIELD CRESCENT, DONNYBROOK, DUBLIN 4",Dublin,,"€1,900,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/06/2016,"1 ROSE LAWN, HIGH ST, TULLAMORE",Offaly,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/12/2016,"62 MONKSFIELD, BEALNAMULLA, ATHLONE",Roscommon,,"€124,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
21/07/2016,"KILCREAVANTY, TUAM, CO GALWAY",Galway,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/10/2016,"NEWTOWN, CLOGHER, CLAREMORRIS",Mayo,,"€5,260.00",No,No,Second-Hand Dwelling house /Apartment,,
16/11/2016,"301 BALLYFERMOT RD, DUBLIN 10, DUBLIN",Dublin,,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3438663,-6.3730437"
18/12/2016,"4 WEST VIEW, COBH, CO CORK",Cork,P24TP80,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.8517009,-8.2953934"
19/10/2016,"3 TUR AN TSAILE, LOUTH ATALIA, GALWAY",Galway,,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/11/2016,"10 CONVENT RD, CLONAKILTY, CORK",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.6251339,-8.8787351"
16/12/2016,"APT 78, NORTH QUAY PLACE, POPES QUAY",Cork,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/06/2016,"4 CASTLECOURT, CARRIGALINE, CO. CORK",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/11/2016,"1 THE COURTYARD, CASTLEPARK, MALLOW",Cork,,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/09/2016,"15 ARD NA RI, CASTLELYONS, CO. CORK",Cork,,"€220,264.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"52.0878893,-8.2383060"
21/12/2016,"59 THE MEADOWS, TIR CLUAIN, MILL RD  MIDLETON",Cork,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/07/2016,"Corrigeenroe, Boyle",Roscommon,,"€460,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"54.0286110,-8.2788890"
26/10/2016,"12 PARK CLOSE, GRANGERATH, DROGHEDA",Meath,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/12/2016,"34 ROSS NA REE, CHURCH ROAD, RAHEEN",Limerick,,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/08/2016,"3 AONACH BEAG, DOWRA ROAD, DRUMSHAMBO",Leitrim,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/11/2016,"67 THE AVENUE, MEADOWVALE, ARKLOW",Wicklow,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/11/2016,"APT 16 BAILEY POINT, SALTHILL, GALWAY",Galway,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/09/2016,"25 JOHN'S ST, LIMERICK, LIMERICK",Limerick,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/02/2016,"14 MARIAN CRESCENT, RATHFARNHAM, DUBLIN 14",Dublin,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2932275,-6.2993563"
11/04/2016,"KILMAINE RD, BALLINROBE, MAYO",Mayo,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.6188639,-9.2193825"
14/10/2016,"KILBEG, MONIVEA, ATHENRY",Galway,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3924023,-8.6567528"
26/09/2016,"27 ROSEBERRY HILL, NEWBRIDGE, KILDARE",Kildare,,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/04/2016,"21 WOODGLADE, FENAGH, CARLOW",Carlow,,"€107,500.00",No,No,Second-Hand Dwelling house /Apartment,,
18/04/2016,"9  Fern Grove, Forest Hill, Kilnagleary",Cork,,"€207,048.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
29/02/2016,"APT 15, RUSSELL COURT, FELTRIM RD",Dublin,,"€118,487.00",No,No,Second-Hand Dwelling house /Apartment,,
16/06/2016,"16 CASTLEWAY, GOLDEN LANE, DUBLIN 8",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/12/2016,"DORAS DEARG, MURREAGH, BALLYDAVID",Kerry,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/09/2016,"33 Drury Mills, Saggart, Co Dublin",Dublin,,"€229,074.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.2787414,-6.4492293"
25/05/2016,"18 BROADFORD DR, BALLINTEER, DUBLIN 16",Dublin,,"€399,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2795009,-6.2600472"
15/07/2016,"HARBOUR VIEW, STRAND LINE, KILKEE",Clare,,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,,
01/12/2016,"53B SMITHFIELD MARKET, DUBLIN",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3482499,-6.2783247"
17/02/2016,"ELMHILL, BALLYMACKEY, NENAGH",Tipperary,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/01/2016,"1 CARRIGLEA VIEW, FIRHOUSE, TALLAGHT",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2788839,-6.3413999"
26/07/2016,"29 CAISLEAN DR, BALLINCOLLIG, CORK",Cork,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.8828267,-8.6048318"
07/11/2016,"48 PENROSE ST, RINGSEND, DUBLIN 4",Dublin,,"€418,500.00",No,No,Second-Hand Dwelling house /Apartment,,
01/06/2016,"APT 1, 15 CROSS STREET, GALWAY",Galway,,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,,
06/01/2016,"19 THE MILLS, EDENMORE PARK, RAHENY DUBLIN 5",Dublin,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/10/2016,"41 TRAMORE HEIGHTS, TRAMORE, WATERFORD",Waterford,,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.1571777,-7.1659659"
19/12/2016,"113 Diswellstown Manor, Castleknock, Dublin 15",Dublin,,"€581,497.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"53.3674910,-6.3855954"
15/08/2016,"HOMEFIELD, 26 NEWTOWN GLEN, TRAMORE",Waterford,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/03/2016,"61 Fan Glas, Kilmeaden",Waterford,,"€184,846.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
04/10/2016,"80 Quignalecka, Ballina",Mayo,,"€165,638.77",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"54.1257770,-9.1347455"
02/03/2016,"318 ASHBROOK, AVENUE ROAD, DUNDALK",Louth,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/12/2016,"44 DURSEY ROW, WATERVILLE, BLANCHARDSTOWN",Dublin,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3943214,-6.3703714"
12/10/2016,"39 LIMEWOOD AVE, RAHENY, DUBLIN 5",Dublin,,"€330,050.00",No,No,Second-Hand Dwelling house /Apartment,,
22/12/2016,"17 Ashfield Avenue, Ridgewood, Swords",Dublin,,"€287,610.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
23/02/2016,"APT 26, EXCHANGE HALL, THE EXCHANGE DUBLIN 24",Dublin,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/09/2016,"102 SPRINGFORT MEADOWS, LIMERICK RD, NENAGH",Tipperary,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"9 COURT LAWNS, TULLOW, CARLOW",Carlow,,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.8056655,-6.7407688"
30/03/2016,"APT 2, GLENBROOK HALL, NEWTOWNMOUNTKENNEDY",Wicklow,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/11/2016,"NEWTOWN, BANNOW, WEXFORD",Wexford,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2266719,-6.7782198"
28/01/2016,"5 CASCADE PARK, OLD BRIDGE, CLONMEL",Tipperary,,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/04/2016,"8 DUNDALK STUDENT VILLAGE, DUNDALK INSTITUTE OF TECH, DUNDALK",Louth,,"€122,222.00",No,No,Second-Hand Dwelling house /Apartment,,
04/03/2016,"PINE HILL, QUARRY RD, GREYSTONES",Wicklow,,"€1,180,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.1385817,-6.0674840"
13/06/2016,"2 COILL DUBH AVENUE, COILL DUBH, MALAHIDE",Dublin,,"€426,211.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
08/08/2016,"4 DRUMMANY FORT, KILNAGLARE UPPER, BUTLERSBRIDGE CAVAN",Cavan,,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/04/2016,"3 PARK COURT, GRANGERATH, DROGHEDA",Meath,,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/12/2016,"THE SANDYBANKS, KEEL, ACHILL",Mayo,,"€35,500.00",No,No,Second-Hand Dwelling house /Apartment,,
02/12/2016,"Balcarrick, Donabate, County Dublin",Dublin,,"€389,947.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"53.4847479,-6.1479607"
18/07/2016,"4 ABHAINN RI, KILMANAGH, KILKENNY",Kilkenny,,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6213423,-7.4210609"
22/12/2016,"34 HENNESYS ROAD, WATERFORD, COUNTY WATERFORD",Waterford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/12/2016,"3 madams height, madams hill, killarney",Kerry,,"€348,017.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
15/04/2016,"36 SESSIAGH VIEW, DONEGAL ROAD, BALLYBOFEY",Donegal,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/09/2016,"41 JAMES GATE, JAMES ST, WATERFORD",Waterford,,"€89,500.00",No,No,Second-Hand Dwelling house /Apartment,,
03/08/2016,"6 EMBASSY MANOR, KILL, KILDARE",Kildare,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/03/2016,"2 REDESDALE CRESCENT, UPPER TREES RD, MOUNT MERRION",Dublin,,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/09/2016,"68 DRUMACONN, CORNAMADDY, ATHLONE",Westmeath,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/02/2016,"16 SION MEADOWS, SION RD, KILKENNY",Kilkenny,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/09/2016,"BRIARVIEW HOUSE, MARLFIELD, CLONMEL",Tipperary,,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/09/2016,"57A THE COOMBE, DUBLIN 8, DUBLIN",Dublin,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3393503,-6.2745723"
08/12/2016,"APT 45 DOWNSHIRE PLACE, EDENDERRY, CO OFFALY",Offaly,,"€44,053.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"5 CHIPPING TERRACE, ONGAR VILLAGE, DUBLIN",Dublin,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/06/2016,"43 ALANDALE ORCHARD, SOUTH CIRCULAR ROAD, LIMERICK",Limerick,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/01/2016,"40 BOROIMHE MAPLES, SWORDS, DUBLIN",Dublin,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4451604,-6.2322031"
26/08/2016,"2 KINVARA AVE, BALLYVOLANE, CORK",Cork,,"€167,700.00",No,No,Second-Hand Dwelling house /Apartment,,"51.9250455,-8.4612566"
16/09/2016,"17 CUSHLA GROVE, MONKSLAND, ATHLONE",Roscommon,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/03/2016,"147 MOUNT PROSPECT, CLONARD, WEXFORD",Wexford,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/03/2016,"15 DRUMARD, MALIN, DONEGAL",Donegal,,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/09/2016,"24 MERCER HOUSE BRENNANSTOWN, CABINTEELY DUBLIN 18, DUBLIN",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/10/2016,"4 Diswellstown Chase, Castleknock, Dublin 15",Dublin,,"€420,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.3700361,-6.3822212"
16/02/2016,"38 Castleoaks, Bandon",Cork,,"€140,969.15",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
21/10/2016,"TULLYARD, GLENTIES, DONEGAL",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.7913536,-8.3254562"
04/05/2016,"9 the park, pipers hill, kilashee",Kildare,,"€285,460.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
07/06/2016,"BARRACK ST, KINSALE, CO CORK",Cork,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.7089549,-8.5220396"
13/09/2016,"LOG NA GCAISTI, AN RINN, DUNGARVAN",Waterford,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/03/2016,"DRUMADOOEY, BURNFOOT, CO DONEGAL",Donegal,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/04/2016,"SCIBBLEMOR, BARN ROAD, DUNLEER",Louth,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/11/2016,"7 CLUAIN ARD, ARKLOW, WICKLOW",Wicklow,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.8086860,-6.1404809"
28/09/2016,"54 THE PADDOCK, OLDTOWN MILL, CELBRIDGE",Kildare,,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.3484031,-6.5536273"
12/10/2016,"20 THOMOND VILLAGE, OLD CRATLOE RD, LIMERICK",Limerick,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/08/2016,"7 THE BROOKS, CURRAGHWOOD, CARLANSTOWN KELLS",Meath,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/03/2016,"6 THE WILLOWS, WELLINGTONBRIDGE, CO WEXFORD",Wexford,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2702816,-6.7537101"
29/01/2016,"75 GRIFFIN RATH HALL, MAYNOOTH, KILDARE",Kildare,,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.3686715,-6.5819041"
18/02/2016,"12 THE MEADOWS, WEST VILLAGE, BALLINCOLLIG",Cork,,"€182,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,"51.8849103,-8.6066118"
25/04/2016,"22 DURABHAN, ROSCAM, GALWAY",Galway,,"€93,500.00",No,No,Second-Hand Dwelling house /Apartment,,
21/07/2016,"4 CHAPEL LANE, SWORDS, DUBLIN",Dublin,,"€244,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4586554,-6.2183284"
27/06/2016,"16 ASHCROFT, BLACKROCK ROAD, CO CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/05/2016,"48 HYDE AVE, BALLINACURRA, WESTON",Limerick,,"€8,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/07/2016,"11 THE SWAN, WOLFHILL, CO LAOIS",Laois,,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/03/2016,"No. 17 Aylesbury Place, Ferrybank",Kilkenny,,"€95,973.57",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
09/08/2016,"99 Diswellstown Manor, Castleknock, dublin 15",Dublin,,"€618,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"53.3674064,-6.3869787"
15/02/2016,"36 CEDAR COURT, TERENURE, DUBLIN 6W",Dublin,,"€397,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3158038,-6.2859739"
04/04/2016,"CHERRY HILL, MULLAGHEA, KELLS",Meath,,"€117,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
26/02/2016,"2 ST JAMES PL, FERMOY, CORK",Cork,,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.1415545,-8.2762489"
31/08/2016,"26 Castlegrange Avenue, Castaheaney",Dublin,,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
14/12/2016,"39 ADELPHI QUAY, WATERFORD, WATERFORD",Waterford,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2601409,-7.1038820"
12/07/2016,"101 SANDYFORD VIEW, SANDYFORD, DUBLIN 16",Dublin,,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/11/2016,"22A ABBEY VIEW, MONKSTOWN, ABBEY VIEW",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/07/2016,"OSBERSTOWN, NAAS, CO KILDARE",Kildare,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2376487,-6.6747502"
01/02/2016,"32 the jolly mariner, athlone, westmeath",Westmeath,,"€95,150.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.4323465,-7.9484785"
18/11/2016,"7 FINNSTOWN HALL, HAYDENS LANE, LUCAN",Dublin,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/03/2016,"25 Mount Eden Road, Donnybrook, Dublin 4",Dublin,,"€812,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3218734,-6.2399231"
28/11/2016,"DEARBORN, CAHERASS, CROOM",Limerick,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/03/2016,"The Orchard, Kilconny, Belturbet",Cavan,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"35 Cedarwood Drive, Castleheights  Kilmoney Rd, Carrigaline",Cork,,"€167,400.88",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,
22/09/2016,"THE LODGE, GLENLEIGH, RATHCOOLE",Cork,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/10/2016,"Lands at Laraheen, Gorey",Wexford,,"€62,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
28/11/2016,"51 DAVITT ST, TIPPERARY, TIPPERARY",Tipperary,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/09/2016,"43 ARD NA CURRAN, MIDLETON, CORK",Cork,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/03/2016,"ARDREE, BALLYMOTE, SLIGO",Sligo,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.0657908,-8.5047508"
20/01/2016,"73 BELGARD DOWNS, ROCHESTOWN RD, CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/09/2016,"5 CHURCH ST, RATHDOWNEY, LAOIS",Laois,,"€48,500.00",No,No,Second-Hand Dwelling house /Apartment,,"52.8550894,-7.5789957"
31/03/2016,"48 ST JOSEPHS TCE, WATERFORD, WATERFORD",Waterford,,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/07/2016,"29 Fawn Lodge, Castleknock",Dublin,,"€387,665.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
26/04/2016,"APT 13, HARBOUR COURT, NEW CATHERINE ST",Cork,,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/11/2016,"34 THE GLEBE, CHURCH RD, BALLINA",Mayo,,"€107,200.00",No,No,Second-Hand Dwelling house /Apartment,,
10/08/2016,"26 ROSCONNELL AVE, RICKARDSTOWN, NEWBRIDGE",Kildare,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/02/2016,"12 MORNINGTON MANOR DR, MORNINGTON, MEATH",Meath,,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,,
15/12/2016,"31 PROSPERITY SQ, BARRACK ST, CORK",Cork,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/04/2016,"36 GREEN ISLE COURT, CLONDALKIN, DUBLIN 22",Dublin,,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3102761,-6.4042050"
09/12/2016,"9 WINDSOR TERRACE, MARINE PARADE, SANDYCOVE",Dublin,,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/08/2016,"GLENDREE UPPER, FEAKLE, CO CLARE",Clare,,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"8 ASHLINN HOUSE, COLLEGE SQ, COLLEGE RD",Kilkenny,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/10/2016,"APT 2, THE CASTLE INN, GREENCASTLE",Donegal,,"€44,166.67",No,No,Second-Hand Dwelling house /Apartment,,
22/12/2016,"DROMDIAH, KILLEAGH, CORK",Cork,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/10/2016,"91 Mile Stream, Shanakiel",Cork,,"€132,158.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
02/12/2016,"3 DERRICKBAWN COURT, BALINTEER DUBLIN 16, DUBLIN",Dublin,,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/12/2016,"1B BELARMINE WAY, STEPASIDE, DUBLIN 18",Dublin,,"€206,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2575760,-6.2189836"
22/07/2016,"12 ASCAL RUAIN, ROSSLARE HARBOUR, WEXFORD",Wexford,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2472753,-6.3360109"
29/04/2016,"34 JAMES MCCORMACK GARDENS, BALDOYLE, DUBLIN 13",Dublin,,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3924890,-6.1213230"
31/05/2016,"62 SANDFORD RD, RANELAGH, DUBLIN 6",Dublin,,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3226610,-6.2486007"
16/12/2016,"URRAGHILBEG, BOHERBUE, MALLOW",Cork,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"57 OAKVIEW AVE, HARTSTOWN, CLONSILLA DUBLIN 15",Dublin,,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/10/2016,"HIGH STREET, BALLYNAMORE, CO LEITRIM",Leitrim,,"€25,500.00",No,No,Second-Hand Dwelling house /Apartment,,
14/07/2016,"54 RUANBEG PARK, KILDARE, KILDARE",Kildare,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.1563369,-6.8918058"
09/08/2016,"3 BALLYHOURA FOREST HOMES, BALLYORGAN, LIMERICK",Limerick,,"€86,500.00",No,No,Second-Hand Dwelling house /Apartment,,
29/04/2016,"SALEEN, CASTLEBAR, MAYO",Mayo,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.8453958,-9.2965682"
23/05/2016,"KNOCKCOMMON, BEAUPARC, NAVAN",Meath,,"€457,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/11/2016,"APT 1, THE PARC KYLEGLASS, NORTH CIRCULAR RD",Limerick,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/10/2016,"9 ST CATHERINES DR, RUSH, DUBLIN",Dublin,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/07/2016,"ST PATRICKS ST, CASTLEREA, ROSCOMMON",Roscommon,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.7373189,-8.4997237"
27/09/2016,"MOYRUS, CARNA, COUNTY GALWAY",Galway,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/08/2016,"32 GRANGE DOWNS, RATHFARNHAM, DUBLIN 14",Dublin,,"€447,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2878729,-6.2729453"
16/12/2016,"23 CELTIC COTTAGES, COLLA RD, SCHULL",Cork,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/09/2016,"4 CHURCH VIEW, BALLYHAISE, CAVAN",Cavan,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.0444560,-7.3182877"
06/10/2016,"19 COIS GLAISIN CLOSE, JOHNSTOWN, NAVAN",Meath,,"€157,709.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
21/09/2016,"9 GRANGEWOOD, ROCHESTOWN AVE, DUNLAOGHAIRE",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/05/2016,"APT 8, HYDE PLACE, HYDE ST",Leitrim,,"€22,500.00",No,No,Second-Hand Dwelling house /Apartment,,
15/04/2016,"116 OLCOVAR, SHANKILL, DUBLIN 18",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2268241,-6.1263935"
19/12/2016,"BALLINALACKEN, BALLYLANDERS, KILMALLOCK",Limerick,,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/03/2016,"IVY HOUSE, INAGH, CO CLARE",Clare,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,
